"","lu_1998","lu_2019"
"272","Mangrove","Mangrove"
"273","Mangrove","Mangrove"
"274","Mangrove","Mangrove"
"275","Mangrove","Mangrove"
"276","Mangrove","Mangrove"
"277","Mangrove","Mangrove"
"278","Mangrove","Mangrove"
"279","Mangrove","Mangrove"
"280","Mangrove","Mangrove"
"281","Mangrove","Mangrove"
"282","Mangrove","Mangrove"
"283","Mangrove","Mangrove"
"284","Mangrove","Mangrove"
"285","Mangrove","Mangrove"
"286","Mangrove","Mangrove"
"287","Mangrove","Mangrove"
"288","Mangrove","Mangrove"
"289","Mangrove","Mangrove"
"290","Mangrove","Mangrove"
"291","Mangrove","Mangrove"
"292","Mangrove","Mangrove"
"293","Mangrove","Mangrove"
"294","Mangrove","Mangrove"
"295","Mangrove","Mangrove"
"296","Mangrove","Mangrove"
"297","Mangrove","Mangrove"
"298","Mangrove","Mangrove"
"299","Mangrove","Mangrove"
"300","Mangrove","Mangrove"
"301","Mangrove","Mangrove"
"302","Mangrove","Mangrove"
"303","Mangrove","Mangrove"
"304","Mangrove","Mangrove"
"305","Mangrove","Mangrove"
"306","Mangrove","Mangrove"
"307","Mangrove","Mangrove"
"308","Mangrove","Mangrove"
"309","Mangrove","Mangrove"
"310","Mangrove","Mangrove"
"311","Mangrove","Mangrove"
"312","Mangrove","Mangrove"
"313","Mangrove","Mangrove"
"314","Mangrove","Mangrove"
"315","Mangrove","Mangrove"
"316","Mangrove","Mangrove"
"317","Mangrove","Mangrove"
"318","Mangrove","Mangrove"
"319","Mangrove","Mangrove"
"320","Mangrove","Mangrove"
"321","Mangrove","Mangrove"
"322","Mangrove","Mangrove"
"323","Mangrove","Mangrove"
"324","Mangrove","Mangrove"
"325","Mangrove","Mangrove"
"326","Mangrove","Mangrove"
"327","Mangrove","Mangrove"
"328","Mangrove","Mangrove"
"329","Mangrove","Mangrove"
"330","Mangrove","Mangrove"
"331","Mangrove","Mangrove"
"332","Mangrove","Mangrove"
"333","Mangrove","Mangrove"
"334","Mangrove","Mangrove"
"335","Mangrove","Mangrove"
"336","Mangrove","Mangrove"
"337","Mangrove","Mangrove"
"338","Mangrove","Mangrove"
"339","Mangrove","Mangrove"
"340","Mangrove","Mangrove"
"341","Mangrove","Mangrove"
"342","Mangrove","Mangrove"
"343","Mangrove","Mangrove"
"344","Mangrove","Mangrove"
"345","Mangrove","Mangrove"
"346","Mangrove","Mangrove"
"347","Mangrove","Mangrove"
"348","Mangrove","Mangrove"
"349","Mangrove","Mangrove"
"350","Mangrove","Mangrove"
"351","Mangrove","Mangrove"
"352","Mangrove","Mangrove"
"353","Mangrove","Mangrove"
"354","Mangrove","Mangrove"
"355","Mangrove","Mangrove"
"356","Mangrove","Mangrove"
"357","Mangrove","Mangrove"
"358","Mangrove","Mangrove"
"359","Mangrove","Mangrove"
"360","Mangrove","Mangrove"
"361","Mangrove","Mangrove"
"362","Mangrove","Mangrove"
"363","Mangrove","Mangrove"
"364","Mangrove","Mangrove"
"365","Mangrove","Mangrove"
"366","Mangrove","Mangrove"
"367","Mangrove","Mangrove"
"368","Mangrove","Mangrove"
"369","Mangrove","Mangrove"
"370","Mangrove","Mangrove"
"371","Mangrove","Mangrove"
"372","Mangrove","Mangrove"
"373","Mangrove","Mangrove"
"374","Mangrove","Mangrove"
"375","Mangrove","Mangrove"
"376","Mangrove","Mangrove"
"377","Mangrove","Mangrove"
"378","Mangrove","Mangrove"
"379","Mangrove","Mangrove"
"380","Mangrove","Mangrove"
"381","Mangrove","Mangrove"
"382","Mangrove","Mangrove"
"383","Mangrove","Mangrove"
"384","Mangrove","Mangrove"
"385","Mangrove","Mangrove"
"386","Mangrove","Mangrove"
"387","Mangrove","Mangrove"
"388","Mangrove","Mangrove"
"389","Mangrove","Mangrove"
"390","Mangrove","Mangrove"
"391","Mangrove","Mangrove"
"392","Mangrove","Mangrove"
"393","Mangrove","Mangrove"
"394","Mangrove","Mangrove"
"395","Mangrove","Mangrove"
"396","Mangrove","Mangrove"
"397","Mangrove","Mangrove"
"398","Mangrove","Mangrove"
"399","Mangrove","Mangrove"
"400","Mangrove","Mangrove"
"401","Mangrove","Mangrove"
"402","Mangrove","Mangrove"
"403","Mangrove","Mangrove"
"404","Mangrove","Mangrove"
"405","Mangrove","Mangrove"
"406","Mangrove","Mangrove"
"407","Mangrove","Mangrove"
"408","Mangrove","Mangrove"
"409","Mangrove","Mangrove"
"410","Mangrove","Mangrove"
"411","Mangrove","Mangrove"
"412","Mangrove","Mangrove"
"413","Mangrove","Mangrove"
"414","Mangrove","Mangrove"
"415","Mangrove","Mangrove"
"416","Mangrove","Mangrove"
"417","Mangrove","Mangrove"
"418","Mangrove","Mangrove"
"419","Mangrove","Mangrove"
"420","Mangrove","Mangrove"
"421","Mangrove","Mangrove"
"422","Mangrove","Mangrove"
"423","Mangrove","Mangrove"
"424","Mangrove","Mangrove"
"425","Mangrove","Mangrove"
"426","Mangrove","Mangrove"
"427","Mangrove","Mangrove"
"428","Mangrove","Mangrove"
"429","Mangrove","Mangrove"
"430","Mangrove","Mangrove"
"431","Mangrove","Mangrove"
"432","Mangrove","Mangrove"
"433","Mangrove","Mangrove"
"434","Mangrove","Mangrove"
"435","Mangrove","Mangrove"
"436","Mangrove","Mangrove"
"437","Mangrove","Mangrove"
"438","Mangrove","Mangrove"
"439","Mangrove","Mangrove"
"440","Mangrove","Mangrove"
"441","Mangrove","Mangrove"
"442","Mangrove","Mangrove"
"443","Mangrove","Mangrove"
"444","Mangrove","Mangrove"
"445","Mangrove","Mangrove"
"446","Mangrove","Mangrove"
"447","Mangrove","Mangrove"
"448","Mangrove","Mangrove"
"449","Mangrove","Mangrove"
"450","Mangrove","Mangrove"
"451","Mangrove","Mangrove"
"452","Mangrove","Mangrove"
"453","Mangrove","Mangrove"
"454","Mangrove","Mangrove"
"455","Mangrove","Mangrove"
"456","Mangrove","Mangrove"
"457","Mangrove","Mangrove"
"458","Mangrove","Mangrove"
"459","Mangrove","Mangrove"
"460","Mangrove","Mangrove"
"461","Mangrove","Mangrove"
"462","Mangrove","Mangrove"
"463","Mangrove","Mangrove"
"464","Mangrove","Mangrove"
"465","Mangrove","Mangrove"
"466","Mangrove","Mangrove"
"467","Mangrove","Mangrove"
"468","Mangrove","Mangrove"
"469","Mangrove","Mangrove"
"470","Mangrove","Mangrove"
"471","Mangrove","Mangrove"
"472","Mangrove","Mangrove"
"473","Mangrove","Mangrove"
"474","Mangrove","Mangrove"
"475","Mangrove","Mangrove"
"476","Mangrove","Mangrove"
"477","Mangrove","Mangrove"
"478","Mangrove","Mangrove"
"479","Mangrove","Mangrove"
"480","Mangrove","Mangrove"
"481","Mangrove","Mangrove"
"482","Mangrove","Mangrove"
"483","Mangrove","Mangrove"
"484","Mangrove","Mangrove"
"485","Mangrove","Mangrove"
"486","Mangrove","Mangrove"
"487","Mangrove","Mangrove"
"488","Mangrove","Mangrove"
"489","Mangrove","Mangrove"
"490","Mangrove","Mangrove"
"491","Mangrove","Mangrove"
"492","Mangrove","Mangrove"
"493","Mangrove","Mangrove"
"494","Mangrove","Mangrove"
"495","Mangrove","Mangrove"
"496","Mangrove","Mangrove"
"497","Mangrove","Mangrove"
"498","Mangrove","Mangrove"
"499","Mangrove","Mangrove"
"500","Mangrove","Mangrove"
"501","Mangrove","Mangrove"
"502","Mangrove","Mangrove"
"503","Mangrove","Mangrove"
"504","Mangrove","Mangrove"
"505","Mangrove","Mangrove"
"506","Mangrove","Mangrove"
"507","Mangrove","Mangrove"
"508","Mangrove","Mangrove"
"509","Mangrove","Mangrove"
"510","Mangrove","Mangrove"
"511","Mangrove","Mangrove"
"512","Mangrove","Mangrove"
"513","Mangrove","Mangrove"
"514","Mangrove","Mangrove"
"515","Mangrove","Mangrove"
"516","Mangrove","Mangrove"
"517","Mangrove","Mangrove"
"518","Mangrove","Mangrove"
"519","Mangrove","Mangrove"
"520","Mangrove","Mangrove"
"521","Mangrove","Mangrove"
"522","Mangrove","Mangrove"
"523","Mangrove","Mangrove"
"524","Mangrove","Mangrove"
"525","Mangrove","Mangrove"
"526","Mangrove","Mangrove"
"527","Mangrove","Mangrove"
"528","Mangrove","Mangrove"
"529","Mangrove","Mangrove"
"530","Mangrove","Mangrove"
"531","Mangrove","Mangrove"
"532","Mangrove","Mangrove"
"533","Mangrove","Mangrove"
"534","Mangrove","Mangrove"
"535","Mangrove","Mangrove"
"536","Mangrove","Mangrove"
"537","Mangrove","Mangrove"
"538","Mangrove","Mangrove"
"539","Mangrove","Mangrove"
"540","Mangrove","Mangrove"
"541","Mangrove","Mangrove"
"542","Mangrove","Mangrove"
"543","Mangrove","Mangrove"
"544","Mangrove","Mangrove"
"545","Mangrove","Mangrove"
"546","Mangrove","Mangrove"
"547","Mangrove","Mangrove"
"548","Mangrove","Mangrove"
"549","Mangrove","Mangrove"
"550","Mangrove","Mangrove"
"551","Mangrove","Mangrove"
"552","Mangrove","Mangrove"
"553","Mangrove","Mangrove"
"554","Mangrove","Mangrove"
"555","Mangrove","Mangrove"
"556","Mangrove","Mangrove"
"557","Mangrove","Mangrove"
"558","Mangrove","Mangrove"
"559","Mangrove","Mangrove"
"560","Mangrove","Mangrove"
"561","Mangrove","Mangrove"
"562","Mangrove","Mangrove"
"563","Mangrove","Mangrove"
"564","Mangrove","Mangrove"
"565","Mangrove","Mangrove"
"566","Mangrove","Mangrove"
"567","Mangrove","Mangrove"
"568","Mangrove","Mangrove"
"569","Mangrove","Mangrove"
"570","Mangrove","Mangrove"
"571","Mangrove","Mangrove"
"572","Mangrove","Mangrove"
"573","Mangrove","Mangrove"
"574","Mangrove","Mangrove"
"575","Mangrove","Mangrove"
"576","Mangrove","Mangrove"
"577","Mangrove","Mangrove"
"578","Mangrove","Mangrove"
"579","Mangrove","Mangrove"
"580","Mangrove","Mangrove"
"581","Mangrove","Mangrove"
"582","Mangrove","Mangrove"
"583","Mangrove","Mangrove"
"584","Mangrove","Mangrove"
"585","Mangrove","Mangrove"
"586","Mangrove","Mangrove"
"587","Mangrove","Mangrove"
"588","Mangrove","Mangrove"
"589","Mangrove","Mangrove"
"590","Mangrove","Mangrove"
"591","Mangrove","Mangrove"
"592","Mangrove","Mangrove"
"593","Mangrove","Mangrove"
"594","Mangrove","Mangrove"
"595","Mangrove","Mangrove"
"596","Mangrove","Mangrove"
"597","Mangrove","Mangrove"
"598","Mangrove","Mangrove"
"599","Mangrove","Mangrove"
"600","Mangrove","Mangrove"
"601","Mangrove","Mangrove"
"602","Mangrove","Mangrove"
"603","Mangrove","Mangrove"
"604","Mangrove","Mangrove"
"605","Mangrove","Mangrove"
"606","Mangrove","Mangrove"
"607","Mangrove","Mangrove"
"608","Mangrove","Mangrove"
"609","Mangrove","Mangrove"
"610","Mangrove","Mangrove"
"611","Mangrove","Mangrove"
"612","Mangrove","Mangrove"
"613","Mangrove","Mangrove"
"614","Mangrove","Mangrove"
"615","Mangrove","Mangrove"
"616","Mangrove","Mangrove"
"617","Mangrove","Mangrove"
"618","Mangrove","Mangrove"
"619","Mangrove","Mangrove"
"620","Mangrove","Mangrove"
"621","Mangrove","Mangrove"
"622","Mangrove","Mangrove"
"623","Mangrove","Mangrove"
"624","Mangrove","Mangrove"
"625","Mangrove","Mangrove"
"626","Mangrove","Mangrove"
"627","Mangrove","Mangrove"
"628","Mangrove","Mangrove"
"629","Mangrove","Mangrove"
"630","Mangrove","Mangrove"
"631","Mangrove","Mangrove"
"632","Mangrove","Mangrove"
"633","Mangrove","Mangrove"
"634","Mangrove","Mangrove"
"635","Mangrove","Mangrove"
"636","Mangrove","Mangrove"
"637","Mangrove","Mangrove"
"638","Mangrove","Mangrove"
"639","Mangrove","Mangrove"
"640","Mangrove","Mangrove"
"641","Mangrove","Mangrove"
"642","Mangrove","Mangrove"
"643","Mangrove","Mangrove"
"644","Mangrove","Mangrove"
"645","Mangrove","Mangrove"
"646","Mangrove","Mangrove"
"647","Mangrove","Mangrove"
"648","Mangrove","Mangrove"
"649","Mangrove","Mangrove"
"650","Mangrove","Mangrove"
"651","Mangrove","Mangrove"
"652","Mangrove","Mangrove"
"653","Mangrove","Mangrove"
"654","Mangrove","Mangrove"
"655","Mangrove","Mangrove"
"656","Mangrove","Mangrove"
"657","Mangrove","Mangrove"
"658","Mangrove","Mangrove"
"659","Mangrove","Mangrove"
"660","Mangrove","Mangrove"
"661","Mangrove","Mangrove"
"662","Mangrove","Mangrove"
"663","Mangrove","Mangrove"
"664","Mangrove","Mangrove"
"665","Mangrove","Mangrove"
"666","Mangrove","Mangrove"
"667","Mangrove","Mangrove"
"668","Mangrove","Mangrove"
"669","Mangrove","Mangrove"
"670","Mangrove","Mangrove"
"671","Mangrove","Mangrove"
"672","Mangrove","Mangrove"
"673","Mangrove","Mangrove"
"674","Mangrove","Mangrove"
"675","Mangrove","Mangrove"
"676","Mangrove","Mangrove"
"677","Mangrove","Mangrove"
"678","Mangrove","Mangrove"
"679","Mangrove","Mangrove"
"680","Mangrove","Mangrove"
"681","Mangrove","Mangrove"
"682","Mangrove","Mangrove"
"683","Mangrove","Mangrove"
"684","Mangrove","Mangrove"
"685","Mangrove","Mangrove"
"686","Mangrove","Mangrove"
"687","Mangrove","Mangrove"
"688","Mangrove","Mangrove"
"689","Mangrove","Mangrove"
"690","Mangrove","Mangrove"
"691","Mangrove","Mangrove"
"692","Mangrove","Mangrove"
"693","Mangrove","Mangrove"
"694","Mangrove","Mangrove"
"695","Mangrove","Mangrove"
"696","Mangrove","Mangrove"
"697","Mangrove","Mangrove"
"698","Mangrove","Mangrove"
"699","Mangrove","Mangrove"
"700","Mangrove","Mangrove"
"701","Mangrove","Mangrove"
"702","Mangrove","Mangrove"
"703","Mangrove","Mangrove"
"704","Mangrove","Mangrove"
"705","Mangrove","Mangrove"
"706","Mangrove","Mangrove"
"707","Mangrove","Mangrove"
"708","Mangrove","Mangrove"
"709","Mangrove","Mangrove"
"710","Mangrove","Mangrove"
"711","Mangrove","Mangrove"
"712","Mangrove","Mangrove"
"713","Mangrove","Mangrove"
"714","Mangrove","Mangrove"
"715","Mangrove","Mangrove"
"716","Mangrove","Mangrove"
"717","Mangrove","Mangrove"
"718","Mangrove","Mangrove"
"719","Mangrove","Mangrove"
"720","Mangrove","Mangrove"
"721","Mangrove","Mangrove"
"722","Mangrove","Mangrove"
"723","Mangrove","Mangrove"
"724","Mangrove","Mangrove"
"725","Mangrove","Mangrove"
"726","Mangrove","Mangrove"
"727","Mangrove","Mangrove"
"728","Mangrove","Mangrove"
"729","Mangrove","Mangrove"
"730","Mangrove","Mangrove"
"731","Mangrove","Mangrove"
"732","Mangrove","Mangrove"
"733","Mangrove","Mangrove"
"734","Mangrove","Mangrove"
"735","Mangrove","Mangrove"
"736","Mangrove","Mangrove"
"737","Mangrove","Mangrove"
"738","Mangrove","Mangrove"
"739","Mangrove","Mangrove"
"740","Mangrove","Mangrove"
"741","Mangrove","Mangrove"
"742","Mangrove","Mangrove"
"743","Mangrove","Mangrove"
"744","Mangrove","Mangrove"
"745","Mangrove","Mangrove"
"746","Mangrove","Mangrove"
"747","Mangrove","Mangrove"
"748","Mangrove","Mangrove"
"749","Mangrove","Mangrove"
"750","Mangrove","Mangrove"
"751","Mangrove","Mangrove"
"752","Mangrove","Mangrove"
"753","Mangrove","Mangrove"
"754","Mangrove","Mangrove"
"755","Mangrove","Mangrove"
"756","Mangrove","Mangrove"
"757","Mangrove","Mangrove"
"758","Mangrove","Mangrove"
"759","Mangrove","Mangrove"
"760","Mangrove","Mangrove"
"761","Mangrove","Mangrove"
"762","Mangrove","Mangrove"
"763","Mangrove","Mangrove"
"764","Mangrove","Mangrove"
"765","Mangrove","Mangrove"
"766","Mangrove","Mangrove"
"767","Mangrove","Mangrove"
"768","Mangrove","Mangrove"
"769","Mangrove","Mangrove"
"770","Mangrove","Mangrove"
"771","Mangrove","Mangrove"
"772","Mangrove","Mangrove"
"773","Mangrove","Mangrove"
"774","Mangrove","Mangrove"
"775","Mangrove","Mangrove"
"776","Mangrove","Mangrove"
"777","Mangrove","Mangrove"
"778","Mangrove","Mangrove"
"779","Mangrove","Mangrove"
"780","Mangrove","Mangrove"
"781","Mangrove","Mangrove"
"782","Mangrove","Mangrove"
"783","Mangrove","Mangrove"
"784","Mangrove","Mangrove"
"785","Mangrove","Mangrove"
"786","Mangrove","Mangrove"
"787","Mangrove","Mangrove"
"788","Mangrove","Mangrove"
"789","Mangrove","Mangrove"
"790","Mangrove","Mangrove"
"791","Mangrove","Mangrove"
"792","Mangrove","Mangrove"
"793","Mangrove","Mangrove"
"794","Mangrove","Mangrove"
"795","Mangrove","Mangrove"
"796","Mangrove","Mangrove"
"797","Mangrove","Mangrove"
"798","Mangrove","Mangrove"
"799","Mangrove","Mangrove"
"800","Mangrove","Mangrove"
"801","Mangrove","Mangrove"
"802","Mangrove","Mangrove"
"803","Mangrove","Mangrove"
"804","Mangrove","Mangrove"
"805","Mangrove","Mangrove"
"806","Mangrove","Mangrove"
"807","Mangrove","Mangrove"
"808","Mangrove","Mangrove"
"809","Mangrove","Mangrove"
"810","Mangrove","Mangrove"
"811","Mangrove","Mangrove"
"812","Mangrove","Mangrove"
"813","Mangrove","Mangrove"
"814","Mangrove","Mangrove"
"815","Mangrove","Mangrove"
"816","Mangrove","Mangrove"
"817","Mangrove","Mangrove"
"818","Mangrove","Mangrove"
"819","Mangrove","Mangrove"
"820","Mangrove","Mangrove"
"821","Mangrove","Mangrove"
"822","Mangrove","Mangrove"
"823","Mangrove","Mangrove"
"824","Mangrove","Mangrove"
"825","Mangrove","Mangrove"
"826","Mangrove","Mangrove"
"827","Mangrove","Mangrove"
"828","Mangrove","Mangrove"
"829","Mangrove","Mangrove"
"830","Mangrove","Mangrove"
"831","Mangrove","Mangrove"
"832","Mangrove","Mangrove"
"833","Mangrove","Mangrove"
"834","Mangrove","Mangrove"
"835","Mangrove","Mangrove"
"836","Mangrove","Mangrove"
"837","Mangrove","Mangrove"
"838","Mangrove","Mangrove"
"839","Mangrove","Mangrove"
"840","Mangrove","Mangrove"
"841","Mangrove","Mangrove"
"842","Mangrove","Mangrove"
"843","Mangrove","Mangrove"
"844","Mangrove","Mangrove"
"845","Mangrove","Mangrove"
"846","Mangrove","Mangrove"
"847","Mangrove","Mangrove"
"848","Mangrove","Mangrove"
"849","Mangrove","Mangrove"
"850","Mangrove","Mangrove"
"851","Mangrove","Mangrove"
"852","Mangrove","Mangrove"
"853","Mangrove","Mangrove"
"854","Mangrove","Mangrove"
"855","Mangrove","Mangrove"
"856","Mangrove","Mangrove"
"857","Mangrove","Mangrove"
"858","Mangrove","Mangrove"
"859","Mangrove","Mangrove"
"860","Mangrove","Mangrove"
"861","Mangrove","Mangrove"
"862","Mangrove","Mangrove"
"863","Mangrove","Mangrove"
"864","Mangrove","Mangrove"
"865","Mangrove","Mangrove"
"866","Mangrove","Mangrove"
"867","Mangrove","Mangrove"
"868","Mangrove","Mangrove"
"869","Mangrove","Mangrove"
"870","Mangrove","Mangrove"
"871","Mangrove","Mangrove"
"872","Mangrove","Mangrove"
"873","Mangrove","Mangrove"
"874","Mangrove","Mangrove"
"875","Mangrove","Mangrove"
"876","Mangrove","Mangrove"
"877","Mangrove","Mangrove"
"878","Mangrove","Mangrove"
"879","Mangrove","Mangrove"
